hotel_id,city_id,hotel_name,price_per_night,rating
10352,22,Gasthof Groenhove,477.08,1.00
10353,22,Green Park Hotel Brugge,228.49,2.50
10354,22,Atlas,259.65,3.00
10355,22,Paul's hotel,117.44,3.00
10356,22,Ibis De Haan,146.43,3.40
10357,22,Aragon House,270.01,3.60
10358,22,Hotel Acacia,328.31,4.10
10359,23,Hótel Ørkin,281.34,4.30
10360,23,Hotel Reykjavík Centrum,358.04,4.00
10361,23,Hótel Borg,446.72,4.00
10362,23,Grand Hotel Reykjavik,496.92,4.00
10363,23,22 Hill Hotel,189.94,2.20
10364,23,Hótel Heiðmörk,107.96,1.80
10365,23,Fosshótel Barón,305.57,3.00
10366,23,Canopy by Hilton Reykjavik City Centre,339.24,4.00
10367,23,"Reykjavík Konsúlat Hótel, Curio Collection By Hilton",478.49,4.00
10368,23,Exeter Hotel,270.58,3.80
10369,23,"Radisson Blu 1919 Hotel, Reykjavík",499.04,4.00
10370,23,Fosshótel Reykjavík,223.16,4.00
10371,23,Alfred's Studios,466.66,4.00
10372,23,Alfred's Apartments,472.51,4.00
10373,23,Oddsson Hotel,165.74,2.40
10374,23,Hilton Reykjavik Nordica,456.47,4.00
10375,23,Hótel Von,342.49,4.10
10376,23,Aska,440.90,4.80
10377,23,Hótel Leifur Eiríksson,189.44,3.00
10378,28,Wynn's Hotel,296.30,2.10
10379,23,Kvosin Downtown Hotel,105.40,4.00
10380,29,"The St. Regis Washington, D.C.",234.83,4.70
10381,29,Waldorf Astoria Washington DC,285.30,3.50
10382,29,AKA White House,243.35,4.90
10383,24,Conrad Seoul,374.65,5.00
10384,24,롯데시티호텔 마포,269.00,2.80
10385,24,Imperial Palace Boutique Hotel Itaewon,143.54,1.50
10386,24,J.HillHouse,305.52,4.70
10387,24,코엑스 인터콘티넨탈 호텔 서울,223.51,2.10
10388,24,오크우드 프리미어 코엑스센터 서울,258.51,5.00
10389,24,파크 하얏트,271.35,3.50
10390,24,롯데시티호텔,113.90,1.20
10391,24,광명 JS 부티크 호텔,226.53,1.30
10392,24,세종호텔,312.46,3.20
10393,24,퍼시픽호텔,433.75,4.40
10394,24,소테츠 프레사 인 서울 명동,397.02,4.60
10395,24,헨나호텔 서울 명동,400.13,4.80
10396,24,베스트웨스턴 프리미어 서울가든호텔,348.70,4.00
10397,24,The Prima Seoul Jongno,216.16,3.00
10398,24,Sofitel,360.24,5.00
10399,24,신라스테이 광화문,381.80,4.80
10400,24,포시즌스호텔 서울,311.11,1.90
10401,24,썬비호텔,204.19,1.40
10402,24,Summit Hotel,400.72,3.30
10403,25,Hotel Cinnah,300.81,2.20
10404,25,Ankara HiltonSA,443.65,5.00
10405,25,Radisson Blu Hotel Ankara,244.85,3.70
10406,25,Ck Farabi Hotel,427.91,2.60
10407,25,Wyndham Ankara,303.05,4.30
10408,25,CPAnkara Hotel,443.82,5.00
10409,25,Hotel Monec,276.68,3.90
10410,25,Occidental Ankara,207.83,1.60
10411,25,Hilton Garden Inn Ankara Gimat,342.69,5.00
10412,25,Vivaldi Ce Gold Hotel,149.34,2.20
10413,25,No19 Butik Otel,182.68,4.60
10414,25,Gazi Park Hotel,125.14,4.00
10415,25,The Ankara Hotel,428.92,4.40
10416,25,Hotel Mithat,447.26,3.70
10417,25,Turist Otel,198.27,4.00
10418,25,Grand Ankara,315.51,2.00
10419,25,New Park Hotel,282.51,2.30
10420,25,Başkent Konukevi,333.55,4.00
10421,25,Hotel Latanya,335.48,4.60
10422,25,Demonti Otel Ankara,159.51,3.80
10423,28,Clontarf Castle,127.09,4.00
10424,26,IL Verde Kyoto Hotel,334.74,4.90
10425,26,DoubleTree by Hilton Kyoto Higashiyama,206.75,4.00
10426,26,Nishiyama Ryokan,250.60,3.90
10427,26,京都トラベラーズイン (Kyoto Travellers Inn),138.44,2.40
10428,26,Hilton Garden Inn Kyoto Shijo Karasuma,332.95,3.00
10429,26,Hilton Kyoto,109.19,5.00
10430,26,DoubleTree by Hilton Kyoto Station,173.11,4.00
10431,26,ホテル京阪 京都 グランデ,385.54,4.20
10432,26,サクラテラス,212.46,4.00
10433,26,ザ プリンス 京都宝ヶ池,233.69,3.50
10434,26,ホテル京阪京都八条口,248.69,2.90
10435,26,京乃宿 清水五条 呉竹荘,144.82,1.90
10436,26,RAKURO Kyoto by THE SHARE HOTELS,347.33,3.80
10437,26,グリーンリッチホテル,158.64,2.70
10438,26,京都タワーホテル,299.31,4.00
10439,26,京都 梅小路 花伝抄,454.38,2.30
10440,26,Budget Inn Kyoto,262.59,1.70
10441,26,京都全日空ホテル,302.74,4.00
10442,26,Hotel The Mitsui Kyoto,215.14,3.80
10443,26,天然源泉の宿 ことゆう,430.63,3.50
10444,27,Grand Hyatt Tampa Bay,289.13,2.50
10445,27,Holiday Inn Tampa Westshore - Airport Area,486.92,2.00
10446,27,Best Western Tampa,473.27,3.60
10447,27,Red Roof PLUS+ & Suites Tampa,393.43,4.10
10448,27,Hyatt Place,422.90,3.50
10449,27,Hilton Garden Inn Tampa Ybor Historic District,215.12,5.00
10450,27,Embassy Suites by Hilton Tampa Downtown Convention Center,303.02,3.80
10451,27,Hotel Tampa Riverwalk,463.85,4.90
10452,27,The Barrymore Hotel Tampa Riverwalk,330.55,2.80
10453,27,"Hotel Flor Tampa Downtown, Tapestry Collection by Hilton",222.28,1.20
10454,27,Residence Inn Tampa Downtown,271.45,1.60
10455,27,La Quinta Inn & Suites USF (Near Busch Gardens),497.18,4.90
10456,27,Embassy Suites,387.66,2.70
10457,27,Embassy Suites by Hilton Tampa USF Near Busch Gardens,121.07,3.40
10458,27,La Quinta Inn Tampa Near Busch Gardens,218.61,4.20
10459,27,"The Westshore Grand, A Tribute Portfolio Hotel",155.00,4.60
10460,27,La Quinta Inn,267.54,3.00
10461,27,Hampton Inn Tampa/Rocky Point-Airport,393.47,2.70
10462,27,Hampton Inn & Suites Tampa/Ybor City/Downtown,399.67,1.30
10463,27,Comfort Suites Tampa Airport North,283.86,1.60
10464,28,Hotel RIU Plaza The Gresham Dublin,482.56,4.00
10465,28,Shelbourne Hotel,226.05,3.40
10466,28,Hilton Dublin,474.52,4.00
10467,28,Clayton Hotel,130.23,4.00
10468,28,Radisson St Helen's,100.05,3.80
10469,28,Schoolhouse Hotel,328.69,4.00
10470,28,Maldron Hotel Pearse Street,211.21,4.00
10471,28,Mespil Hotel,337.46,4.00
10472,28,Dublin Skylon Hotel,116.83,4.00
10473,28,Lansdowne Hotel,150.77,3.90
10474,28,"The Morrison Dublin, Curio Collection by Hilton",419.92,5.00
10475,28,Hard Rock Hotel Dublin,232.90,1.80
10476,28,Clayton Hotel Charlemont,376.91,5.00
10477,28,Baggot Court Townhouse,223.55,4.30
10478,28,Jackson Court Hotel,386.49,3.50
10479,28,Roxford Lodge,147.14,1.80
10480,28,The Green Hotel,190.87,2.40
10481,28,Maldron Hotel Kevin Street,495.23,4.00
10482,29,"Crowne Plaza Crystal City-Washington, D.C.",319.87,2.20
10483,29,Le Méridien Arlington,424.44,2.00
10484,29,Crystal Gateway Marriott,459.67,3.40
10485,29,Embassy Suites Crystal City National Airport,272.91,5.00
10486,29,Salamander Washington DC,124.76,5.00
10487,29,Phoenix Park Hotel,385.61,3.60
10488,29,Washington Marriott at Metro Center,256.09,1.20
10489,29,Grand Hyatt Washington,389.48,4.60
10490,29,Hotel Washington,218.95,4.80
10491,29,Hamilton Hotel,163.98,3.90
10492,29,Capital Hilton,350.23,1.80
10493,29,Marriott Marquis,379.33,4.70
10494,29,Hay-Adams Hotel,114.69,2.60
10495,29,The Mayflower Hotel,345.34,2.40
10496,29,Tabard Inn,499.84,2.70
10497,29,"Courtyard Washington, DC Dupont Circle",293.70,1.70
10498,29,Hotel Lombardy,301.04,2.90
10499,30,Batonka Guest Lodge,290.14,4.50
10500,30,Jollyboys Backpackers,201.56,1.80
10501,30,Ilala Lodge,310.31,1.20
10502,30,PheZulu Guest Lodge,307.14,2.80
10503,30,PheZulu Guest Lodge,473.58,4.00
10504,30,Nkosi Guest Lodge,249.06,5.00
10505,30,The Victorian Manor,216.86,2.00
10506,30,Fawlty Towers Lodge,462.84,2.90
10507,30,Bayete Guest Lodge,127.06,1.90
10508,30,Mooloke lodge,305.70,3.50
10509,30,N1,498.21,1.70
10510,30,Cafe Zambezi House of Africa,148.82,3.10
10511,30,Mopani Lodge,126.72,2.20
10512,30,Mbano Manor Hotel,426.71,3.20
10513,30,Murugare Lodge,111.63,2.90
10514,30,Victoria Falls Hotel,128.63,2.60
10515,30,The Royal Livingstone Hotel,300.19,5.00
10516,30,Amadeus Garden Lodge,295.93,3.00
10517,30,A'Zambezi,466.15,4.60
10518,30,Pioneers Lodge,148.87,4.10
10519,242,Hotel El Pinar,147.59,3.00
10520,242,Hotel Lexington Suites,197.16,3.00
10521,83,Benka LifeStyle,344.25,1.40
10522,242,Hotel Alba Caracas,374.60,5.00
10523,242,Gran Meliá Caracas,334.15,5.00
10524,242,Montaña Suites Hotel,377.91,3.00
10525,242,VENETUR Anauco Suites,265.75,4.00
10526,242,Eurobuilding Hotel & Suites Caracas,385.71,5.00
10527,242,Waldorf Hotel Boutique,265.55,3.00
10528,242,Hotel Humboldt,139.81,5.00
10529,31,Hotel Estera,377.58,1.80
10530,31,Residence9,246.90,4.80
10531,31,Domus Mater,112.96,2.70
10532,31,Radisson Blu,109.56,5.00
10533,31,Teresita,112.08,3.00
10534,31,Sheraton,102.05,5.00
10535,31,Hotel Justyna,228.10,4.00
10536,31,Artur,176.24,3.00
10537,31,"Hotel '"Qubus'"",215.76,4.00
10538,31,Hilton Garden Inn Krakow,483.95,4.00
10539,31,Hotel Wielopole,342.89,4.30
10540,31,Great Polonia Kraków Old Town,246.90,3.00
10541,31,Alexander,434.84,3.00
10542,31,Amber Boutique Hotels,395.92,4.70
10543,31,Kadetus Aparthotel,207.02,4.30
10544,31,Secesja,271.07,3.00
10545,31,Hotel Karmel,254.70,3.00
10546,31,Eden,223.52,3.00
10547,31,Stradom House,279.86,2.20
10548,31,Ascot Premium Hotel,232.24,4.00
10549,32,Marsa City Hotel,349.05,1.00
10550,32,Al-Anbat Hotel I,320.91,1.10
10551,32,Mövenpick Nabatean Castle Hotel,312.66,5.00
10552,32,Edom Hotel,471.86,2.00
10553,32,Edom Hotel,417.23,2.00
10554,32,Petra Canyon Hotel,279.23,1.50
10555,32,Asad apt.,438.30,1.40
10556,32,Rocky Mountain Hotel,180.11,1.70
10557,32,Petra Panorama Hotel,310.06,2.40
10558,32,Mövenpick Resort Petra,362.89,4.20
10559,32,Petra Moon Hotel,208.69,3.50
10560,32,Petra Palace Hotel,365.76,2.30
10561,32,Petra Marriott Hotel,229.22,4.30
10562,32,Seven Wonders Bedouin Camp,401.39,3.90
10563,32,Petra Castle Hotel,234.49,3.10
10564,32,Petra Guest House,433.00,1.10
10565,32,Crowne Plaza,230.05,1.20
10566,32,Amra Palace Hotel,356.01,2.10
10567,32,Sharah Mountains Hotel,390.15,4.30
10568,32,Cleopetra Hotel,313.54,2.50
10569,34,Maakanaa Lodge,209.48,4.50
10570,33,Hotel London,203.29,4.80
10571,33,Athens Way,328.64,2.70
10572,34,Malahini Kuda Bandos,113.30,3.70
10573,33,Piraeus Port Hotel,116.70,2.40
10574,33,Novotel Athens,136.17,1.00
10575,33,Brown Lighthouse Athens,327.03,4.00
10576,33,Μεγάλη Βρεταννία,357.53,4.60
10577,33,King George Hotel,464.33,2.30
10578,33,Amalia,129.02,4.00
10579,33,Hermes Hotel,452.42,3.00
10580,33,Candia Hotel,481.27,1.80
10581,33,Hotel Xenophon,337.76,3.50
10582,33,Attalos Hotel,206.56,4.90
10583,33,Periscope Hotel,146.71,1.80
10584,33,Colors,492.06,1.60
10585,33,Ilisia Hotel,242.00,2.40
10586,33,Athens Choice,390.16,2.40
10587,33,Θησείο,110.31,4.50
10588,33,Athens Avenue Hotel,143.02,4.00
10589,33,Hilton Garden Inn Athens Syggrou Avenue,133.90,2.20
10590,33,Athenaeum Smart Hotel,336.07,1.20
10591,34,UI Hotel,121.28,2.40
10592,34,Vihamanaafushi,405.25,2.90
10593,34,Villa Nautica,386.11,5.00
10594,34,Champa Central Hotel,269.14,4.00
10595,34,Gili Lankanfushi,108.67,5.00
10596,34,Dhon Manik Beach View Hotel,468.49,4.70
10597,34,Somerset Inn,117.11,3.50
10598,34,Le Three,238.58,3.20
10599,34,Hulhule Island Hotel,336.83,2.00
10600,34,Umet Sea View,334.96,3.60
10601,34,Sala Boutique Hotel,395.61,3.60
10602,34,Planktons Beach,279.07,3.90
10603,34,Lonuveli,464.00,2.10
10604,34,The Melrose,448.84,3.00
10605,34,Sheraton Maldives Full Moon Resort & Spa,422.23,2.50
10606,34,Embudu Village,486.97,3.20
10607,34,Meerumaa,453.39,1.80
10608,34,Fuana Inn,463.51,4.40
10609,35,Aiden Austin City Hotel,387.26,3.90
10610,35,Four Seasons Hotel Austin,195.82,4.20
10611,35,W Austin,283.42,3.80
10612,35,Lone Star Court,116.84,3.80
10613,35,citizenM Austin Downtown,426.01,2.70
10614,35,Hotel Indigo Austin Downtown - University,327.15,1.10
10615,35,Hilton Austin,381.34,4.40
10616,35,Holiday Inn Express & Suites,329.87,2.00
10617,35,Hilton Garden Inn Austin Downtown,398.27,1.40
10618,35,Hampton Inn & Suites Austin Downtown,440.83,3.30
10619,35,Courtyard Austin The Domain Area,361.16,4.70
10620,35,Embassy Suites by Hilton Austin Arboretum,253.50,4.20
10621,35,Hyatt Place Austin/Arboretum - Domain Area,133.05,4.80
10622,35,DoubleTree by Hilton Hotel Austin Northwest Arboretum,395.44,2.10
10623,35,Hampton Inn Austin - Arboretum Northwest,201.61,2.60
10624,35,SpringHill Suites Austin Northwest/Arboretum,294.93,3.60
10625,35,"Downright Austin, A Renaissance Hotel",385.41,3.00
10626,35,Embassy Suites by Hilton Austin Downtown South Congress,218.72,5.00
10627,35,Hyatt Regency Austin,194.75,3.40
10628,35,Residence Inn Austin Northwest/Arboretum,403.91,3.90
10629,36,Tradewinds,145.19,5.00
10630,36,Sadies By The Bay,498.56,1.60
10631,36,Sadie's by the Sea,356.55,5.00
10632,37,Hotel Presidente Luanda,145.34,4.90
10633,37,Monalisa Residence,315.24,1.90
10634,37,Hotel Avenida,399.95,2.30
10635,37,Novo Hotel Mundial,210.25,3.00
10636,37,"Hotel Costa do Sol, Estrada da Corimba",396.67,1.80
10637,37,Hotel Alvalade,484.40,2.60
10638,37,Hotel Forum,270.75,3.30
10639,37,Aparthotel Colinas do Sol,300.48,3.30
10640,37,Hotel Tivoli,356.39,1.10
10641,37,Hotel Diamante,392.91,1.20
10642,37,Hotel Tropico,462.13,1.90
10643,37,Inn Luanda Boutique Hotel Type,247.84,3.90
10644,37,Hotel Fleuma,259.97,4.10
10645,37,Hotel Florença,415.67,3.00
10646,37,Hotel Marinha,471.76,4.20
10647,37,Hotel Continental,487.35,3.80
10648,37,iu Hotel Luanda Talatona,433.09,3.00
10649,37,Sunshine Hotel,245.00,2.90
10650,37,Hotel Calor Tropical,223.12,4.60
10651,37,Hospedaria Cassesse,335.36,1.00
10652,62,Hibiscus Villa,225.44,4.40
10653,38,Wyndham New Orleans French Quarter,474.29,2.20
10654,38,The Royal Sonesta New Orleans,277.32,2.50
10655,38,Hilton New Orleans Riverside,244.80,3.20
10656,38,Hyatt Regency New Orleans,381.24,2.70
10657,38,Sheraton New Orleans Hotel,353.34,3.80
10658,38,New Orleans Marriott Warehouse Arts District,145.37,4.90
10659,38,Magnolia Hotel New Orleans,443.31,2.80
10660,38,The Barnett,135.54,1.90
10661,38,Omni Royal Orleans,290.74,3.90
10662,38,Hyatt House New Orleans/Downtown,436.11,4.50
10663,38,New Orleans Marriott,470.96,1.90
10664,38,The Mercantile Hotel,142.36,4.20
10665,38,Courtyard,204.94,4.60
10666,38,Residence Inn,134.98,3.40
10667,38,Bienville House Hotel,438.94,3.10
10668,38,"Hotel de la Poste – French Quarter, A Renaissance Hotel",385.05,1.20
10669,38,Residence Inn New Orleans Metairie,223.15,1.20
10670,38,Courtyard New Orleans Metairie,375.10,3.10
10671,38,Holiday Inn Express New Orleans East,381.70,3.20
10672,38,Comfort Suites New Orleans East,242.74,3.50
10673,40,Palm Bungalows 1-20,219.78,1.10
10674,40,Palm Bungalows,151.66,2.30
10675,40,Long Island Resort,179.61,1.20
10676,40,Whitsunday Apartments,164.83,3.00
10677,40,Reef View Hotel,118.93,3.90
10678,40,Beach Club,354.01,3.40
10679,40,qualia,432.65,3.20
10680,41,Brighton Savoy,160.98,2.90
10788,47,Courtyard Sedona,428.14,1.80
10681,41,DoubleTree by Hilton Hotel Melbourne - Flinders Street,163.40,4.50
10682,41,Crown Towers Hotel,206.27,3.40
10683,41,Melbourne Metropole Central Apartment Hotel,453.12,4.50
10684,41,Batman’s Hill on Collins,499.33,2.30
10685,41,Melbourne CBD Central Apartment Hotel,272.65,4.00
10686,41,The Nunnery,349.95,4.70
10687,41,Melbourne Carlton Central Apartment Hotel,467.88,4.00
10688,41,Citadines Melbourne on Bourke,498.74,1.80
10689,41,Crown Entertainment Complex,350.29,3.90
10690,41,"The Motley Hotel Richmond, Tapestry Collection by Hilton",179.89,4.00
10691,41,Quest Williamstown North,161.39,4.00
10692,41,Stamford Plaza Hotel,472.26,3.60
10693,41,Langham Hotel,205.96,4.00
10694,41,Grand Hyatt Melbourne,499.02,3.00
10695,41,Windsor Hotel,404.58,3.40
10696,41,Mercure North Melbourne,461.33,5.00
10697,41,Crown Metropol Hotel,394.92,1.20
10698,41,The Great Southern Hotel,318.29,4.70
10699,41,Pullman Melbourne on the Park,221.91,3.60
10700,42,Hotel Real Tecali,316.69,2.10
10701,43,The Jefferson Hotel,293.41,3.80
10702,43,The Berkeley Hotel,326.37,4.70
10703,43,Hilton Richmond Downtown,265.08,4.40
10704,43,The Commonwealth,255.34,3.90
10705,43,Delta Hotels Richmond Downtown,346.04,3.50
10706,43,Linden Row Inn,179.44,2.00
10707,43,Omni Richmond Hotel,291.24,3.00
10708,43,The Westin Richmond,314.25,4.30
10709,43,Sheraton Richmond Airport Hotel,155.57,1.60
10710,43,Hampton Inn Richmond South,160.59,1.70
10711,43,Courtyard Richmond North/Glen Allen,226.99,1.80
10712,43,Hampton Inn & Suites Richmond/Virginia Center,347.54,2.80
10713,43,Courtyard Richmond Downtown,353.10,2.00
10714,43,Hyatt Place,146.92,1.60
10715,43,SpringHill Suites Richmond North/Glen Allen,326.45,3.20
10716,43,Hampton Inn & Suites Richmond - Downtown,289.01,1.20
10717,43,Holiday Inn Express Richmond - Midtown,169.54,1.80
10718,43,Courtyard Richmond Airport,132.83,4.10
10719,43,DoubleTree,379.46,1.60
10720,62,Windward Place,196.87,3.10
10721,44,Fairmont Royal Pavilion Resort,180.72,4.00
10722,44,Island Inn Hotel All-Inclusive,238.56,2.20
10723,44,Blue Horizon Hotel,437.78,4.10
10724,44,Little Arches Boutique Hotel,179.55,3.10
10725,44,Accra Beach Hotel & Spa,440.34,2.50
10726,44,Pomarine,440.54,4.20
10727,44,Yellow Bird Hotel,224.62,4.00
10728,44,Sea Breeze Beach Resort,427.20,4.40
10729,44,The Abidah By Accra,498.64,4.90
10730,44,Ocean Two Resort & Residences,212.32,4.40
10731,44,Surfers Bay Resort,292.49,4.90
10732,44,Barbados Hilton,194.97,4.10
10733,44,South Gap,130.72,3.00
10734,44,Melbourne Inn,427.97,3.20
10735,44,Turtle Beach,466.26,3.20
10736,44,Infinity on the Beach,336.59,1.10
10737,44,Coconut Court Beach Hotel,442.89,2.20
10738,44,Coral Reef Club,296.19,4.30
10739,44,Sandy Lane Hotel,453.13,3.60
10740,44,Dover Beach Hotel,223.36,2.60
10741,45,Grana B&B,171.08,3.00
10742,45,Hotel Cantera Real,400.79,3.00
10743,45,Casa Dos Lunas,479.53,2.00
10744,45,Casa Esmeralda Hotel,172.30,3.00
10745,45,El Andariego,264.53,2.50
10746,45,Un Sueño Valle de Huajes,353.36,3.00
10747,45,La Casa del Nenufar,216.18,2.00
10748,45,Casa de los Frailes,223.89,3.00
10749,45,Parador de Alcalá,156.85,3.50
10750,45,Quinta Real Oaxaca,484.92,4.00
10751,45,City Express,385.37,2.40
10752,45,Misión de los Angeles,442.06,3.00
10753,45,Los Olivos,397.55,3.00
10754,45,Fortín Plaza,254.34,3.00
10755,45,Hotel Casona Oaxaca,114.60,2.00
10756,45,Las Mariposas,325.25,3.00
10757,45,Casa de los Siete Balcones,435.66,4.70
10758,45,Hotel Villa de León,182.36,2.50
10759,45,Casa Conzatti,427.34,4.00
10760,45,Hotel Azul,487.06,3.90
10761,46,Hotel Ilunion San Sebastián,222.70,4.00
10762,46,Hotel Maria Cristina,313.68,5.00
10763,46,Silken Amara Plaza hotela,420.21,4.00
10764,46,Karlos Arguiñano,470.12,4.00
10765,46,Mercure San Sebastián Monte Igueldo,263.85,4.00
10766,46,Hotel Catalonia Donosti,221.69,4.00
10767,46,Hotel One Shot Tabakalera House,330.12,5.00
10768,46,abba San Sebastián Hotel,113.26,3.10
10769,46,Hotel BED4U San Sebastian,117.87,1.40
10770,46,Pension Txingurri,398.23,1.90
10771,46,Hotel & Thalasso Villa Antilla,432.00,1.50
10772,46,Hotel Urdanibia Park,180.92,1.20
10773,46,Unanue,140.10,1.50
10774,46,Usategieta,252.43,4.00
10775,46,Igeldo Turismo Rural,340.48,2.80
10776,46,NH Collection Aranzazu,150.36,4.00
10777,46,Hotel Ezeiza,472.66,2.00
10778,46,Hotel HK10,371.51,4.00
10779,46,Hotel de Londres y de Inglaterra,219.42,4.00
10780,46,Hotel Arima,100.14,3.00
10781,69,Motu Art Villas,415.38,2.40
10782,69,Sea Change Villas,205.07,2.00
10783,47,Junipine,339.65,4.40
10784,47,Hilton Sedona Resort at Bell Rock,366.95,1.30
10785,47,GreenTree Inn,350.50,3.90
10786,47,Best Western Plus Arroyo Roble Hotel & Creekside Villas,194.05,2.50
10787,47,"Hyatt Residence Club Sedona, Piñon Pointe",403.82,3.20
10789,47,Hampton Inn Sedona,135.34,2.90
10790,47,Sky Ranch Lodge,292.52,1.30
10791,47,The Inn at Thunder Mountain,335.90,1.60
10792,47,Sedona Real Inn and Suites,490.36,3.70
10793,47,Adobe Grand Villas,490.72,4.40
10794,47,Casa Sedona Inn,249.19,1.30
10795,47,The Wilde Resort and Spa,497.29,2.60
10796,47,Rose Tree Inn,267.92,4.60
10797,47,Enchantment Resort,191.73,3.40
10798,47,Andante Inn of Sedona,222.94,4.80
10799,47,Los Abrigados Resort and Spa,177.21,2.30
10800,47,Wildflower Inn,403.78,4.60
10801,47,Holiday Inn Express Sedona - Oak Creek,250.64,2.00
10802,47,Creekside Inn,464.09,4.30
10803,48,Liberty Hotel,332.71,2.20
10804,48,La Carafe,491.70,3.00
10805,48,Chant d'oiseau,363.13,2.40
10806,48,Le Flamboyant Résidence,382.41,2.80
10807,48,Hotel Saint-Jean,475.52,4.90
10808,48,Résidence Jeanne d'Arc,302.81,5.00
10809,48,Hotel Albert & Agnès,144.95,4.40
10810,48,Novotel Cotonou Orisha,471.08,3.00
10811,48,Chez Raphael,322.04,1.80
10812,48,Le Reve,231.94,3.90
10813,48,Le Zénith Hôtel,394.11,2.50
10814,48,Paradisia Hotel,454.90,4.00
10815,48,Big Man Hôtel,379.63,3.30
10816,48,Hôtel SOSSA,360.95,1.90
10817,48,Azalaï Hôtel de la Plage,245.08,4.30
10818,48,ibis Cotonou,231.59,3.90
10819,48,Hôtel KTA,403.28,2.40
10820,48,La résidence peace and love,385.49,2.40
10821,69,Lagoon Lodges,174.45,4.10
10822,69,Muri Beach Club Hotel,150.75,1.60
10823,49,M Jasmin,426.52,4.00
10824,49,Hotel Hollywood,312.23,4.20
10825,49,Residence Inn,320.88,4.00
10826,49,Hotel Old Sarajevo,299.10,4.20
10827,49,Vila Andrea,278.69,2.10
10828,49,Hotel Forest,100.28,4.20
10829,49,Hotel Hondo,417.59,3.10
10830,49,SAMM ŠEHER HOTEL,421.63,3.00
10831,49,Hotel BOB,284.11,1.20
10832,49,Hotel Hills,156.07,4.60
10833,49,Hotel Astra,201.89,4.20
10834,49,Hotel Espana,156.04,2.80
10835,49,Hotel old town,419.68,2.90
10836,49,City Boutique Hotel,140.64,1.80
10837,49,Hotel Story,109.12,2.00
10838,49,Ahar,264.78,3.00
10839,49,Hotel Imzit,268.61,3.50
10840,49,Hotel President,398.80,4.40
10841,49,Hotel Grad,245.26,4.00
10842,49,Hotel Hecco Deluxe,234.45,4.00
10843,69,Palm Grove Ressort Rarotonga,283.26,1.40
10844,50,Tirana International Hotel & Conference Centre,249.93,4.00
10845,50,The Plaza,186.29,3.20
10846,50,Areela,115.73,3.00
10847,50,N Hotel BY NOSHI,276.04,2.10
10848,50,Hotel Dinasty,297.78,4.00
10849,50,Hotel Mondial,218.39,4.00
10850,50,Premier Ark Hotel,448.46,2.70
10851,50,Mak Albania,222.23,4.00
10852,50,Hotel Elysee,173.35,4.70
10853,50,Hotel Arbëria,445.76,3.90
10854,50,MonarC,151.12,5.00
10855,50,Xheko Imperial,470.77,4.80
10856,50,Freddy's Hotel,326.02,3.00
10857,50,Hotel Baron,464.50,3.80
10858,50,Rogner Hotel,314.63,4.60
10859,50,New W Hotel,231.46,1.00
10860,50,Eler Hotel,194.03,1.30
10861,50,Lot Boutique Hotel,382.37,4.70
10862,50,Hilton Garden Inn Tirana,154.02,4.00
10863,50,Hotel Green,188.48,2.60
10864,69,Sunhaven Beach Bungalows,159.79,1.60
10865,51,Hotel Copacabana Palace,140.69,5.00
10866,51,Marina All Suites,337.13,2.10
10867,51,Sheraton Rio Hotel & Resort,401.22,1.60
10868,51,Royal Rio Palace Hotel,285.99,4.00
10869,51,Rio Othon Palace,259.83,4.90
10870,51,Hotel Atlantico Praia,353.64,4.60
10871,51,B&B Hotel Santos Dumont,189.47,2.60
10872,51,Copacabana Hotel,140.11,4.00
10873,51,Hotel Panda,240.12,3.30
10874,51,Corinto Hotel,346.59,5.00
10875,51,H Niterói,486.62,3.30
10876,51,Diplomata,310.93,3.30
10877,51,Windsor Plaza,154.58,3.10
10878,51,Ibis Rio de Janeiro Botafogo,343.06,1.30
10879,51,Ibis Santos Dumont,409.58,3.00
10880,51,Gallant Hotel,285.13,3.20
10881,51,Ibis Rio de Janeiro Centro,452.41,3.30
10882,51,Ibis Budget Rio de Janeiro Centro,277.51,1.20
10883,51,Pestana Rio Atlântica,132.65,2.40
10884,51,Hotel Royal Tulip,289.78,3.30
10885,52,Hotel San Martin,217.76,3.00
10886,52,Exclusivo,402.28,3.00
10887,52,Estrela do Sul,145.05,3.70
10888,52,San Juan Royal,409.32,1.30
10889,52,Hotel 2 Irmãos,261.57,2.50
10890,52,Hotel Aladdin,180.85,1.70
10891,52,Hotel Nacional Inn,354.17,4.50
10892,52,Hotel Trevi,126.74,1.40
10893,52,San Juan Hotel,362.82,4.10
10894,52,ibis Curitiba Batel,400.47,3.00
10895,52,Nacional Inn - Santa Felicidade,295.22,3.30
10896,52,Radisson Hotel Curitiba,377.06,4.00
10897,52,Hotel Del Rey,183.72,4.40
10898,52,Hotel Euro Suite Curitiba Batel,200.48,3.30
10899,52,Golden Star,251.91,4.30
10900,52,Laron,102.63,4.20
10901,52,Nomaa,471.16,2.70
10902,52,Astron Hotéis,221.52,3.70
10903,52,Hotel Torres de Galli,309.71,3.00
10904,52,Lira Hotel,398.85,3.90
10905,53,Kolab Sor Hotel,354.94,1.40
10906,53,VMansion Boutique Hotel,357.75,3.80
10907,53,Taiming Hotel,196.66,4.30
10908,71,Holiday Inn Skopje,312.39,4.00
10909,53,River Palace Hotel,264.62,1.30
10910,53,Diamond Palace Resort & Skybar,402.04,3.60
